"Route","Bike","Location","Start Time","Time (secs)","Stopped Time (secs)","Distance (km)","Average Speed (km/h)","Fastest Speed (km/h)","Ascent (metres)","Average Heart Rate (bpm)","Maximum Heart Rate (bpm)","Average Cadence (rpm)","Maximum Cadence (rpm)"
"","Santa Cruz","안양시","2024-09-16 08:11:24",5164,1705,21.06,14.68,34.44,207,120,161,48,130
"","Santa Cruz","안양시","2024-09-21 15:37:08",5379,1806,20.94,14.02,39.66,209,113,153,47,95
"","Santa Cruz","안양시","2024-09-22 08:54:52",6665,1116,21.2,11.45,45.41,247,115,154,41,94
"","Santa Cruz","안양시","2024-09-23 06:34:51",4403,992,16.65,13.62,31.2,96,108,133,19,98
"","Santa Cruz","수원시","2024-09-23 19:56:18",4462,598,16.27,13.13,33.1,92,102,129,41,123
"","Santa Cruz","안양시","2024-09-26 06:40:09",4260,601,16.51,13.95,32.2,105,109,130,47,99
"","Santa Cruz","수원시","2024-09-26 16:59:32",4470,1582,16.65,13.41,48.55,115,99,124,40,98
"","Santa Cruz","안양시","2024-09-30 06:33:01",4187,723,16.49,14.18,30.47,91,110,134,46,96
"",Wilier,"수원시","2024-09-30 17:20:01",4152,895,16.05,13.92,36.89,83,103,130,44,102
"",Wilier,"안양시","2024-10-04 06:30:55",4049,807,16.52,14.69,38.77,95,114,142,44,120
"",Wilier,"수원시","2024-10-04 15:10:42",4292,948,16.72,14.02,39.94,74,"","",42,115
"",Wilier,"안양시","2024-10-06 14:02:26",474,45,1.32,10.01,17.09,11,100,113,33,87
"",Wilier,"안양시","2024-10-07 06:00:23",4236,865,16.56,14.08,32.85,121,108,137,45,106
"",Wilier,"수원시","2024-10-07 17:07:19",4364,766,16.35,13.49,37.35,85,101,130,42,105
"",Wilier,"안양시","2024-10-12 08:27:21",5669,4006,20.92,13.29,33.8,238,102,144,41,120
"",Wilier,"안양시","2024-10-13 07:57:33",6790,3527,21.71,11.51,75.11,277,108,146,38,123
"",Wilier,"안양시","2024-10-14 06:36:17",4243,834,16.63,14.11,47.95,92,99,133,45,110
"","Santa Cruz","수원시","2024-10-14 16:58:19",4628,1221,16.36,12.73,33.62,90,101,126,37,98
"",Wilier,"안양시","2024-10-24 06:42:09",4175,802,16.51,14.23,29.16,87,113,137,46,148
"","Santa Cruz","수원시","2024-10-24 17:06:28",4432,898,16.16,13.13,34.36,84,102,131,38,102
"",Wilier,"안양시","2024-10-25 06:25:16",4367,1596,17.23,14.2,29.1,108,104,131,43,137
"","Santa Cruz","수원시","2024-10-25 16:45:05",4545,1764,16.41,13.0,36.1,100,109,129,36,106
"",Wilier,"안양시","2024-10-26 07:20:31",7932,9964,26.67,12.1,58.63,275,105,157,33,120
"",Wilier,"안양시","2024-10-27 08:24:20",10117,7920,52.63,18.73,35.26,43,97,115,49,128
"",Wilier,"안양시","2024-10-29 06:42:17",4013,727,17.08,15.33,35.15,116,108,137,42,103
"",Wilier,"수원시","2024-10-29 18:22:24",4261,846,17.0,14.36,36.87,79,102,133,37,99
"",Wilier,"안양시","2024-10-31 06:15:34",4015,664,17.1,15.34,38.84,93,95,131,44,104
"",Wilier,"수원시","2024-10-31 16:49:52",4139,1280,17.08,14.86,36.87,89,108,142,38,130
"",Wilier,"안양시","2024-11-01 06:20:49",4216,588,17.03,14.55,35.02,97,108,134,40,106
"",Wilier,"수원시","2024-11-01 16:55:34",4429,1257,17.1,13.9,34.63,90,101,129,36,102
"",Wilier,"안양시","2024-11-04 07:02:01",4327,1026,17.41,14.48,31.34,101,102,124,40,100
"",Wilier,"수원시","2024-11-04 16:51:30",4960,2972,17.74,12.88,67.5,132,101,131,36,112
"",Wilier,"안양시","2024-11-05 06:40:41",4129,924,17.3,15.09,30.02,137,"","",44,114
"",Wilier,"수원시","2024-11-05 16:57:57",4388,1298,17.22,14.13,34.63,78,105,137,40,101
"",Wilier,"안양시","2024-11-09 11:45:01",5075,1166,21.09,14.96,29.23,188,115,153,44,128
"",Wilier,"안양시","2024-11-10 13:15:51",4667,62110,18.9,14.58,35.72,101,90,91,44,123
"",Wilier,"수원시","2024-11-11 17:03:39",5621,1318,20.77,13.3,36.5,171,99,132,36,111
"",Wilier,"안양시","2024-11-12 06:36:00",4279,720,17.19,14.46,31.73,90,103,135,46,115
"",Wilier,"수원시","2024-11-12 16:46:24",4560,2376,17.42,13.75,56.69,135,101,129,40,99
"",Wilier,"안양시","2024-11-14 06:29:13",4175,988,17.28,14.9,37.26,129,112,142,46,110
"",Wilier,"수원시","2024-11-14 16:56:34",4283,1409,17.12,14.39,36.6,129,101,131,41,121
"",Wilier,"서울특별시","2024-11-16 11:09:53",7001,12765,28.59,14.7,35.63,58,95,122,36,120
"",Wilier,"안양시","2024-11-19 06:40:25",4211,807,17.37,14.85,32.13,114,112,141,46,118
"",Wilier,"수원시","2024-11-19 17:03:42",4341,574,17.08,14.17,37.52,107,93,122,40,128
"",Wilier,"안양시","2024-11-22 06:25:22",4189,1031,17.68,15.2,33.57,144,114,140,46,107
"",Wilier,"수원시","2024-11-22 17:01:52",4281,720,17.07,14.36,34.1,86,95,122,44,104
"",Roller,"수원시","2024-11-26 15:23:36",2510,847,10.11,14.51,18.05,0,119,127,53,66
"",Roller,"수원시","2024-12-02 10:53:39",1804,270,7.62,15.21,20.29,0,116,128,55,74
"",Roller,"수원시","2024-12-03 14:46:48",1886,180547,7.18,13.71,51.71,41,116,136,43,76
"",Roller,"수원시","2024-12-05 17:27:40",1804,6,8.43,16.83,19.29,0,128,139,62,69
"",Roller,"안양시","2024-12-07 09:46:59",6599,1090,30.55,16.67,25.77,82,116,130,57,132
"",Roller,"수원시","2024-12-09 11:27:11",1809,538,7.91,15.75,19.68,0,119,132,57,72
"",Roller,"수원시","2024-12-10 14:47:13",1901,1193,8.12,15.38,27.14,0,135,150,56,99
"",Roller,"수원시","2024-12-13 15:22:25",2135,672,9.49,16.0,27.72,0,121,138,58,77
"",Roller,"수원시","2024-12-19 16:22:12",2405,98,11.14,16.68,18.67,0,126,136,61,68
"",Roller,"수원시","2024-12-20 15:08:11",1804,0,7.61,15.19,18.3,0,117,124,56,67
"",Roller,"수원시","2024-12-23 10:35:13",2135,98,8.04,13.56,15.81,0,106,112,50,57
"",Roller,"수원시","2024-12-24 15:33:16",1809,269,6.89,13.72,16.68,0,111,118,51,61
"",Roller,"수원시","2024-12-26 16:03:23",2446,0,10.06,14.8,18.92,0,123,138,54,70
"",Roller,"수원시","2024-12-27 14:04:52",2143,76,8.64,14.52,17.68,0,114,122,53,64
"",Wilier,"안양시","2024-12-31 06:39:50",4109,940,17.23,15.1,32.52,94,114,140,40,102
"",Wilier,"수원시","2024-12-31 16:16:01",4354,536,16.9,13.97,37.52,100,114,138,42,105
"",Wilier,"안양시","2025-01-02 06:57:11",4097,813,16.99,14.93,31.07,102,115,138,44,130
"",Wilier,"수원시","2025-01-02 16:56:10",4295,890,17.0,14.25,38.18,102,102,120,41,140
"",Wilier,"안양시","2025-01-03 06:37:41",4391,665,16.96,13.9,28.18,111,116,153,48,111
"",Wilier,"수원시","2025-01-03 16:52:48",4492,1062,17.03,13.65,38.58,87,113,144,37,135
"",Wilier,"안양시","2025-01-06 06:46:46",4401,773,17.01,13.91,29.36,91,107,130,45,134
"",Wilier,"수원시","2025-01-06 16:55:51",4530,864,17.11,13.6,33.31,97,94,131,45,96
"",Roller,"수원시","2025-01-07 16:04:27",1750,302,6.83,14.05,24.01,0,113,122,51,69
"",Wilier,"안양시","2025-01-25 10:15:42",5410,3014989,21.13,14.06,37.57,244,109,148,47,100
"",Wilier,"안양시","2025-03-01 09:16:18",4904,1298,21.12,15.5,37.26,204,118,153,50,104
"",Wilier,"안양시","2025-03-07 06:44:02",4255,1073,17.22,14.57,30.15,118,117,147,5,79
"",Wilier,"수원시","2025-03-07 17:05:21",4325,1255,16.86,14.04,37.26,111,122,149,"",""
"",Wilier,"안양시","2025-03-10 06:32:21",4371,600,17.11,14.09,30.55,116,113,162,"",""
"",Wilier,"수원시","2025-03-10 16:36:07",4501,1087,16.99,13.59,38.18,99,115,140,"",""
"",Wilier,"안양시","2025-03-11 06:43:08",4287,746,16.99,14.27,31.86,95,116,139,"",""
"",Wilier,"수원시","2025-03-11 16:55:21",4543,1179,17.01,13.48,37.13,80,111,134,"",""
"",Wilier,"안양시","2025-03-14 06:24:24",4290,1152,17.1,14.35,31.73,115,116,140,"",""
"",Wilier,"수원시","2025-03-14 16:56:55",4533,1068,16.93,13.45,36.6,88,108,131,"",""
"",Wilier,"안양시","2025-03-20 06:38:16",4401,573,17.02,13.93,30.28,118,103,131,"",""
"",Wilier,"수원시","2025-03-20 17:21:11",4497,947,16.99,13.6,40.95,91,112,134,"",""
"",Wilier,"안양시","2025-03-21 06:40:52",4567,1050,17.17,13.54,34.1,123,111,135,"",""
"",Wilier,"수원시","2025-03-21 17:13:22",4383,1020,17.01,13.97,40.55,100,108,131,"",""
"",Wilier,"안양시","2025-03-24 06:17:17",4575,767,17.11,13.46,30.68,99,110,133,"",""
"",Wilier,"수원시","2025-03-24 16:53:11",4342,828,16.46,13.65,38.38,80,110,140,41,107
"","Santa Cruz","안양시","2025-03-25 06:40:08",4450,682,16.77,13.57,63.49,103,113,137,49,132
"","Santa Cruz","수원시","2025-03-27 17:02:11",4413,2000,16.6,13.54,36.48,84,111,138,44,104
"","Santa Cruz","안양시","2025-03-28 06:33:41",4238,1056,16.73,14.21,31.99,115,113,135,44,96
"","Santa Cruz","수원시","2025-03-28 17:03:37",4287,786,16.39,13.76,34.21,86,108,133,45,93
"","Santa Cruz","안양시","2025-04-03 06:41:13",4082,674,16.5,14.55,32.79,97,113,133,47,95
"","Santa Cruz","안양시","2025-04-07 06:35:30",4264,870,16.62,14.03,39.93,99,115,140,46,97
"","Santa Cruz","수원시","2025-04-07 17:02:34",4386,739,16.44,13.49,36.28,92,107,135,42,97
"","Santa Cruz","안양시","2025-04-08 06:24:52",4457,1036,16.89,13.64,40.37,106,116,141,44,99
"","Santa Cruz","수원시","2025-04-08 20:01:48",4503,473,17.03,13.61,35.09,102,107,138,40,106
"","Santa Cruz","안양시","2025-04-11 06:42:49",3950,1213,16.65,15.17,31.0,98,110,137,46,102
"","Santa Cruz","수원시","2025-04-11 16:50:35",4487,1031,16.9,13.56,34.22,90,103,126,40,91
"","Santa Cruz","안양시","2025-04-19 07:31:36",5749,2067,20.9,13.09,29.82,216,107,149,46,107
"","Santa Cruz","안양시","2025-04-21 06:42:07",4143,929,16.51,14.34,32.01,112,108,132,44,118
"","Santa Cruz","수원시","2025-04-21 17:01:58",4533,923,16.52,13.12,38.79,87,102,129,39,111
"","Santa Cruz","안양시","2025-04-26 07:32:44",6359,3450,22.83,12.92,43.97,223,105,141,41,106
"","Santa Cruz","안양시","2025-04-29 06:40:16",4133,1065,16.54,14.4,44.35,101,107,134,41,101
"","Santa Cruz","수원시","2025-04-29 17:19:30",4369,557,16.57,13.65,36.55,104,111,136,40,134
"","Santa Cruz","안양시","2025-05-01 09:01:52",656,44,2.2,12.08,18.82,0,"","",34,75
"","Santa Cruz","안양시","2025-05-02 08:52:59",5802,2689,21.86,13.57,37.0,211,108,147,46,96
"","Santa Cruz","안양시","2025-05-05 11:58:23",6018,1057,21.83,13.06,30.29,223,117,159,45,96
"","Santa Cruz","안양시","2025-05-12 06:44:05",4414,1265,16.57,13.51,28.15,93,106,128,41,94
"","Santa Cruz","수원시","2025-05-12 17:08:56",4582,1265,16.53,12.99,38.36,90,107,131,35,114
"",Wilier,"수원시","2025-05-15 17:01:33",4420,738,17.18,14.0,37.79,86,104,128,39,131
"","Santa Cruz","안양시","2025-05-16 06:37:54",4233,1123,16.51,14.04,31.37,91,104,127,43,96
"",Wilier,"안양시","2025-05-17 09:45:34",5774,2446,22.46,14.0,32.39,216,102,153,47,112
"",Wilier,"수원시","2025-05-19 17:09:23",4229,449,16.47,14.02,35.81,90,102,126,37,110
"","Santa Cruz","안양시","2025-05-20 06:54:34",4157,894,16.63,14.4,42.83,98,105,133,43,100
"","Santa Cruz","수원시","2025-05-22 17:28:39",4589,245,16.44,12.9,40.66,87,98,122,38,130
"","Santa Cruz","안양시","2025-05-23 06:45:59",4292,779,16.6,13.92,30.25,96,107,135,41,95
"","Santa Cruz","수원시","2025-05-23 17:37:46",4555,1634,16.98,13.42,50.3,87,100,126,37,93
"","Santa Cruz","안양시","2025-05-26 06:26:56",4173,970,16.7,14.41,33.84,106,114,137,43,91
"","Santa Cruz","수원시","2025-05-26 17:46:56",4524,779,16.32,12.98,35.17,78,107,131,36,101
"","Santa Cruz","안양시","2025-05-27 06:29:06",3939,846,16.45,15.04,30.02,92,116,140,41,100
"","Santa Cruz","안양시","2025-06-03 07:09:01",5556,2387,21.08,13.66,30.75,215,104,146,41,99
"","Santa Cruz","안양시","2025-06-06 08:55:32",5588,1426,21.11,13.6,31.0,216,112,151,45,107
"",Wilier,"안양시","2025-06-07 07:50:10",5901,2746,22.78,13.9,33.57,203,105,145,43,100
"","Santa Cruz","수원시","2025-06-09 17:04:51",4722,571,16.37,12.48,39.92,90,102,125,36,102
"","Santa Cruz","안양시","2025-06-10 06:39:40",4216,830,16.59,14.16,31.49,104,107,128,42,98
"",Wilier,"안양시","2025-06-14 09:36:01",5229,2324,21.76,14.98,37.0,214,107,154,48,102
"","Santa Cruz","수원시","2025-06-16 17:03:18",4063,713,16.32,14.46,40.21,83,106,130,40,106
"","Santa Cruz","안양시","2025-06-17 06:46:31",3941,900,16.72,15.28,42.63,87,112,136,44,99
"",Wilier,"안양시","2025-06-21 08:39:14",5357,2100,21.86,14.69,39.71,212,102,151,46,114
"","Santa Cruz","수원시","2025-06-23 17:05:26",4207,567,16.32,13.97,39.16,82,107,131,38,128
"","Santa Cruz","안양시","2025-06-24 06:41:08",4132,649,16.49,14.36,32.23,98,111,136,39,101
"","Santa Cruz","수원시","2025-06-26 17:03:30",4326,1077,16.48,13.72,39.09,91,103,133,37,102
"","Santa Cruz","안양시","2025-06-27 06:52:08",3897,922,16.53,15.27,32.95,109,115,142,48,102
"",Wilier,"안양시","2025-06-28 09:25:56",3087,481,10.74,12.53,25.41,190,118,154,66,97
"","Santa Cruz","의왕시","2025-06-28 10:43:08",3811,1187,17.61,16.63,32.61,11,111,131,41,128
"","Santa Cruz","수원시","2025-06-30 16:56:16",4174,1616,16.66,14.36,37.75,74,106,127,37,98
"","Santa Cruz","안양시","2025-07-03 06:57:17",4103,783,16.53,14.5,31.62,101,112,133,45,99
"","Santa Cruz","수원시","2025-07-03 16:57:04",4106,1169,16.44,14.41,37.52,83,108,131,40,132
"","Santa Cruz","안양시","2025-07-04 06:36:10",4209,701,16.49,14.11,31.0,92,112,133,45,99
"","Santa Cruz","수원시","2025-07-04 17:02:41",4280,999,16.49,13.87,40.13,92,109,128,40,101
"","Santa Cruz","안양시","2025-07-07 06:20:00",4203,450,16.52,14.15,30.97,100,120,144,45,105
"","Santa Cruz","수원시","2025-07-07 16:53:04",4598,1285,16.46,12.89,33.87,80,104,126,38,104
"","Santa Cruz","안양시","2025-07-10 06:45:05",4115,795,16.45,14.39,30.89,89,119,138,43,98
"","Santa Cruz","수원시","2025-07-14 16:36:41",4174,1662,16.39,14.14,32.72,91,113,138,39,97
"","Santa Cruz","안양시","2025-07-21 06:36:31",4111,957,16.61,14.54,33.6,110,116,139,45,107
"","Santa Cruz","수원시","2025-07-21 17:33:52",4565,1361,16.11,12.7,35.11,80,114,134,39,107
"","Santa Cruz","안양시","2025-07-22 06:46:56",4190,791,16.49,14.17,30.79,88,113,137,44,107
"","Santa Cruz","수원시","2025-07-22 17:05:24",4411,1165,16.47,13.44,37.91,78,106,129,40,128
"","Santa Cruz","안양시","2025-08-05 06:36:15",4204,903,16.48,14.11,31.05,90,111,135,41,97
"","Santa Cruz","수원시","2025-08-05 16:56:59",4113,1167,16.36,14.32,38.54,93,111,136,39,105
"","Santa Cruz","안양시","2025-08-07 06:49:14",3962,1042,16.43,14.92,31.75,102,115,139,44,100
"","Santa Cruz","수원시","2025-08-07 16:57:26",4257,1971,16.46,13.92,36.42,76,107,131,39,105
"","Santa Cruz","안양시","2025-08-08 06:34:50",4139,1032,16.51,14.36,34.24,84,107,128,46,93
"","Santa Cruz","수원시","2025-08-08 16:56:23",4441,2034,16.61,13.46,33.28,91,"","",37,110
"","Santa Cruz","안양시","2025-08-11 06:28:05",4054,790,16.47,14.62,33.54,83,117,141,41,92
"","Santa Cruz","수원시","2025-08-11 17:48:06",4349,723,16.44,13.61,43.3,84,112,137,37,95
"","Santa Cruz","안양시","2025-08-12 06:35:46",4117,621,16.46,14.39,31.65,89,113,137,46,117
"","Santa Cruz","수원시","2025-08-12 17:01:40",4157,1630,16.42,14.22,36.66,80,103,128,38,109
"","Santa Cruz","안양시","2025-08-16 07:29:26",5863,1628,21.32,13.09,43.33,207,106,149,43,95
"","Santa Cruz","안양시","2025-08-17 15:44:05",5748,2439,21.31,13.34,58.41,212,106,144,45,102
"","Santa Cruz","안양시","2025-08-19 06:46:37",4212,667,16.52,14.11,35.56,88,113,139,43,115
"","Santa Cruz","안양시","2025-08-21 06:43:42",4246,1038,16.71,14.17,39.52,91,"","",43,120
"","Santa Cruz","수원시","2025-08-21 17:10:02",4445,1979,16.38,13.27,29.78,86,102,127,41,110
"","Santa Cruz","안양시","2025-08-23 07:34:45",5536,2086,21.14,13.75,33.38,199,110,149,46,100
"","Santa Cruz","안양시","2025-08-25 06:17:15",4276,1066,16.51,13.9,33.18,95,105,127,43,90
"","Santa Cruz","수원시","2025-08-25 16:52:50",4453,2666,16.54,13.37,35.5,91,100,125,38,96
"","Santa Cruz","안양시","2025-08-29 06:42:28",4202,714,16.37,14.03,30.83,92,109,130,43,118
"","Santa Cruz","수원시","2025-08-29 17:02:38",4395,1031,16.51,13.52,37.51,79,103,130,38,102
"","Santa Cruz","안양시","2025-09-02 06:43:03",4213,835,16.51,14.11,29.83,91,110,133,42,96
"","Santa Cruz","수원시","2025-09-02 17:03:08",4315,923,16.5,13.77,42.56,87,105,130,37,96
"","Santa Cruz","안양시","2025-09-05 06:38:18",4044,908,16.51,14.7,30.69,92,112,134,44,105
"","Santa Cruz","수원시","2025-09-05 16:47:08",4691,1697,16.8,12.9,91.89,82,109,135,35,104
"","Santa Cruz","안양시","2025-09-18 06:49:33",3881,758,16.48,15.29,34.27,78,113,132,47,106
"","Santa Cruz","수원시","2025-09-18 17:41:27",4465,890,16.51,13.31,30.96,78,105,133,34,126
"","Santa Cruz","안양시","2025-09-19 06:53:24",4063,692,16.53,14.65,33.6,104,110,132,43,117
"","Santa Cruz","수원시","2025-09-19 17:05:25",4247,855,16.47,13.96,35.36,79,106,133,40,105
"",Wilier,"안양시","2025-09-21 15:49:39",5654,2190,21.82,13.89,37.13,203,105,145,43,115
"","Santa Cruz","안양시","2025-09-23 06:35:28",4059,879,16.54,14.67,31.81,104,113,137,47,110
"","Santa Cruz","수원시","2025-09-23 20:02:24",4402,618,16.56,13.54,57.19,101,104,133,39,94
"","Santa Cruz","안양시","2025-09-25 06:52:57",4144,824,16.56,14.39,32.81,108,105,128,47,117
"","Santa Cruz","수원시","2025-09-25 16:59:07",4140,692,16.49,14.34,42.25,94,105,128,44,106
"","Santa Cruz","안양시","2025-09-26 06:55:39",3956,1038,16.49,15.0,32.53,90,107,129,50,99
"","Santa Cruz","수원시","2025-09-26 16:59:32",4118,538,16.46,14.39,43.44,80,107,132,43,107
"","Santa Cruz","안양시","2025-09-29 07:29:19",4168,790,16.57,14.31,32.88,97,107,130,46,146
"",Wilier,"안양시","2025-10-02 06:46:00",3802,646,17.05,16.14,36.6,117,107,132,51,111
"",Wilier,"수원시","2025-10-02 16:44:57",4215,894,17.12,14.63,42.92,92,109,135,42,113
"",Wilier,"안양시","2025-10-04 08:59:42",5352,1822,21.84,14.69,39.63,209,108,155,47,106
"",Wilier,"안양시","2025-10-05 08:48:16",5601,2734,22.18,14.26,40.92,231,102,149,48,105
"",Wilier,"안양시","2025-10-08 09:53:37",5258,1894,22.06,15.1,37.26,210,112,156,48,100
"",Wilier,"안양시","2025-10-09 09:26:55",6764,3172,22.91,12.19,42.09,271,94,137,37,106
"",Wilier,"안양시","2025-10-14 06:36:25",4173,932,17.23,14.87,31.6,90,93,121,45,124
"",Wilier,"수원시","2025-10-14 16:57:06",4307,1167,17.13,14.32,37.26,87,102,137,37,110
"",Wilier,"안양시","2025-10-16 06:49:21",4201,1027,17.26,14.79,32.13,100,106,132,45,118
"",Wilier,"수원시","2025-10-16 16:58:07",4130,924,17.1,14.91,36.21,90,106,132,39,106
"",Wilier,"안양시","2025-10-18 15:41:42",5409,1800,21.84,14.54,36.08,211,103,147,45,99
"",Wilier,"안양시","2025-10-20 06:39:45",4053,866,16.2,14.39,30.28,83,102,129,47,121
"",Wilier,"수원시","2025-10-20 16:59:46",4591,1179,17.05,13.37,27.52,77,101,131,35,99
"",Wilier,"안양시","2025-10-21 06:41:40",4050,910,17.18,15.27,40.32,112,95,136,49,115
"",Wilier,"수원시","2025-10-21 17:37:49",4364,1209,17.21,14.19,33.57,90,102,132,40,92
"",Wilier,"안양시","2025-10-23 06:46:34",4135,872,17.23,15.0,33.31,111,103,132,50,115
"",Wilier,"수원시","2025-10-23 17:04:35",4275,568,17.05,14.36,42.0,91,103,135,44,114
"",Wilier,"안양시","2025-10-25 08:06:38",5447,1731,21.99,14.54,35.02,223,100,147,47,144
"",Wilier,"안양시","2025-10-30 06:42:47",4119,1170,17.33,15.15,31.86,102,96,117,48,118
"",Wilier,"수원시","2025-10-30 17:13:24",4199,1076,17.18,14.73,36.6,86,99,108,39,96
"",Wilier,"안양시","2025-11-01 08:11:55",5705,2047,22.0,13.88,36.26,305,104,148,44,108
"",Wilier,"안양시","2025-11-06 06:43:17",3809,838,17.12,16.19,34.23,114,115,139,49,114
"",Wilier,"수원시","2025-11-06 17:07:04",4069,1422,16.69,14.77,39.37,91,105,124,40,117
"",Wilier,"안양시","2025-11-07 06:32:21",4155,996,17.15,14.86,31.2,113,105,125,49,105
"",Wilier,"수원시","2025-11-07 16:57:08",4115,1362,17.08,14.95,39.89,85,107,135,43,102
"",Wilier,"안양시","2025-11-08 10:12:14",5283,2498,21.82,14.87,37.39,220,110,158,47,106
"","Santa Cruz","수원시","2025-11-10 17:44:27",4173,954,16.52,14.25,36.58,101,102,130,37,95
"","Santa Cruz","안양시","2025-11-11 06:39:10",4093,845,16.61,14.61,33.39,117,110,128,42,142
"","Santa Cruz","안양시","2025-11-13 06:42:19",4081,1007,16.34,14.41,28.88,112,108,135,49,106
"","Santa Cruz","수원시","2025-11-13 16:57:41",4132,1122,16.56,14.43,36.44,74,109,132,40,108
"","Santa Cruz","안양시","2025-11-14 06:38:21",4041,933,16.71,14.88,40.58,113,113,138,47,112
"","Santa Cruz","수원시","2025-11-14 16:57:38",4151,1088,16.67,14.45,40.78,91,107,133,41,101
"","Santa Cruz","안양시","2025-11-15 08:10:52",5451,1762,21.21,14.01,35.04,215,107,141,44,128
"","Santa Cruz","안양시","2025-11-20 06:40:05",4112,930,16.73,14.65,33.69,116,111,138,42,96
"","Santa Cruz","수원시","2025-11-20 17:03:28",4351,1059,16.76,13.87,33.64,93,105,129,42,108
"","Santa Cruz","안양시","2025-11-21 06:26:14",4073,1259,16.71,14.77,34.82,110,107,135,45,108
"",Wilier,"수원시","2025-11-21 17:13:20",5289,1719,22.16,15.08,39.24,91,105,136,42,134
"","Santa Cruz","안양시","2025-11-22 09:45:19",5217,2438,20.84,14.38,33.36,218,102,145,52,114
"","Santa Cruz","안양시","2025-11-24 06:26:31",4059,1066,16.41,14.55,31.37,113,109,135,48,101
"",Wilier,"수원시","2025-11-24 17:17:25",4193,1035,17.15,14.73,38.84,89,101,129,43,130
"","Santa Cruz","안양시","2025-11-28 06:37:11",4203,1005,16.46,14.1,29.25,123,104,123,46,102
"","Santa Cruz","수원시","2025-11-28 16:54:56",4279,665,16.25,13.67,36.22,90,101,127,44,121
"","Santa Cruz","안양시","2025-11-29 09:56:18",5397,1751,20.77,13.85,35.1,237,100,139,49,114
"",Wilier,"안양시","2025-12-01 06:44:41",4031,1096,17.5,15.63,31.07,110,108,134,46,110
"",Wilier,"수원시","2025-12-01 16:55:58",3413,920,13.82,14.57,36.34,78,97,129,42,112
"",Wilier,"안양시","2025-12-06 11:19:03",5515,845,28.97,18.91,40.03,25,103,117,58,90
"",Wilier,"안양시","2025-12-12 10:44:03",5419,2330,22.36,14.86,34.89,294,101,151,50,115
"",Wilier,"안양시","2025-12-16 06:37:41",4111,1138,17.48,15.31,31.99,165,112,147,44,120
"",Wilier,"수원시","2025-12-16 16:58:52",4189,705,17.26,14.83,35.42,99,104,131,37,132
"",Wilier,"안양시","2025-12-23 06:47:09",4339,1019,17.3,14.36,31.6,119,115,139,46,110
"",Roller,"수원시","2026-02-03 14:18:26",2159,413,10.08,16.81,20.79,0,118,129,62,76
"",Wilier,"수원시","2026-02-13 08:43:26",3869,945,16.94,15.76,42.4,94,107,129,36,120
"",Wilier,"안양시","2026-02-14 16:31:22",5202,2260,21.72,15.03,37.39,214,110,148,50,97
"",Wilier,"안양시","2026-02-15 08:29:22",5125,2324,22.11,15.53,35.81,224,114,156,49,118
"",Wilier,"안양시","2026-02-16 09:45:54",10532,21488,62.88,21.49,79.82,401,98,151,36,72
"",Wilier,"안양시","2026-02-21 09:42:51",5225,2123,21.89,15.08,34.36,227,99,146,"",""
"",Wilier,"안양시","2026-02-24 10:18:09",5220,2063,21.9,15.1,37.13,230,96,138,"",""
"",Wilier,"안양시","2026-02-26 06:36:36",4219,1210,17.16,14.64,33.97,109,112,139,"",""
"",Wilier,"수원시","2026-02-26 16:59:56",4223,1045,17.11,14.59,33.97,88,101,121,"",""
"","Santa Cruz","안양시","2026-03-05 06:45:05",4283,1003,17.17,14.44,32.65,108,109,129,"",""
"",Wilier,"수원시","2026-03-05 17:17:57",4699,11655,18.4,14.09,65.31,102,84,133,39,104
"",Wilier,"안양시","2026-03-09 06:28:13",4188,851,16.75,14.4,45.6,112,"","",39,86
"",Wilier,"수원시","2026-03-09 17:08:06",4497,1440,16.69,13.36,37.03,81,106,126,33,111
"",Wilier,"안양시","2026-03-10 06:39:41",4302,952,16.58,13.88,32.61,112,110,138,40,107
"",Wilier,"수원시","2026-03-10 17:05:56",4409,1438,16.54,13.5,44.05,89,109,139,36,102
"",Wilier,"안양시","2026-03-12 06:39:02",4243,727,16.75,14.21,38.69,100,112,134,39,101
"",Wilier,"수원시","2026-03-12 16:54:14",4315,995,16.54,13.8,32.35,78,104,140,38,146
"",Wilier,"안양시","2026-03-16 06:36:18",4074,1002,16.62,14.69,55.51,111,110,139,42,142
"",Wilier,"수원시","2026-03-16 16:54:22",4201,945,16.62,14.25,40.83,104,108,134,42,146
"",Wilier,"안양시","2026-03-17 06:50:42",4225,900,16.77,14.29,34.86,95,113,140,44,112
"",Wilier,"수원시","2026-03-17 17:01:30",4228,1311,16.73,14.24,36.32,89,110,135,39,137
"",Wilier,"안양시","2026-03-19 06:39:29",4274,797,16.71,14.08,34.48,102,107,137,43,88
"",Wilier,"수원시","2026-03-19 16:58:43",4383,641,16.46,13.52,40.02,99,108,136,42,113
"",Wilier,"안양시","2026-03-20 06:40:35",4313,904,16.63,13.88,35.2,110,105,128,45,97
"",Wilier,"수원시","2026-03-20 16:51:22",4505,1133,16.85,13.47,33.95,82,103,130,39,115
"",Wilier,"안양시","2026-03-23 06:39:25",4019,873,16.67,14.93,45.41,111,107,125,45,89
"",Wilier,"수원시","2026-03-23 16:57:55",4290,1430,16.45,13.8,39.41,75,102,128,38,120
"",Wilier,"안양시","2026-03-24 06:35:50",4242,909,16.75,14.22,58.07,100,109,136,43,89
